labels,text
sadness,"WE LOST OUR REMOTE, AND CAN'T CHANGE THE TV WiTHOUT iT. . SO iTS VH FOR US "
joy," Joy is seeing my month old nephew running around the room when months ago he had major heart surgery , a miracle "
surprise,almost time to go to class. . . still gotta go home and pack so i can get ready to go to MD tomorrow lol its been like a year! 
surprise,Home sooner than expected 
fear, thanks! ! ur words mean a lot! ! ! ! u be good. . and keep that precious smile! ! ! ! ! not. . . HE IS WITH THEE for ETERNITY! 
fear,The most basic instinct of the human species is neither nor sex. it is procrastination. StudyTalk 
sadness,     twitter should be person of the year end 
surprise,"Ai. . . . is nog best lastig een bouwen, veel gevolgschade. . . . . . . . "
fear,"Its funny how a person is in your presence, and you really just want to let them know how you feel. "
sadness, your text made me miss competing 
joy,listening to half the fith floor trip on acid at in the morn 
joy," Sweating my bollocks off at work, breeze blocks up and down laders alllllll day easonsquot man up. . I do it daily "
sadness,Northern downpour played right after trade mistakes lt/ 
fear,"   just parked up at old mans house, he was staring out the window at me nodding his head. psycho "
sadness,Yeaahh I'm not feelin so hot today. I'm thinkin my bed and I are gunna get some one on one today. Arg! I don't wanna get sick. 
joy,Another beastin shift ahead of me tomorrow. 
anger,Take a out of its environment amp you have to claim it to bring submission as amp is only territorial behaviour. . 
joy,"Had a gr time last night! Twitter, Facebook, texts, phone calls, and so more forms of bday wishes! THANKS! "
joy,"Add a little sugar, honey suckle lamb. Couldn't miss with a dozen roses "
joy,Just played the piano for a good hours. . . . Havent done that in a while! 
disgust,I don't get how ppl drink coffee straight 
surprise,"Christmas packages are arriving to our house already, oh the suspense. I just really want to know what is in the box! Christmas "
surprise," I reeeeeellllyyyyyyy need to tell you something, but guess what. My go phone is fucked up. gotohellmexicanphone "
surprise," I told my boy to keep his - he actually looks super cute with it ♥ I hope he did keep it, I find out tonight! "
disgust,"Don't look at me, think about me, talk about me, or ask about me. . Wowww whens this shit gnna end "
sadness," I miss you, is G coming home for Xmas? benjaminbutton xmasparty? ! ? "
sadness,I would ROFL right now by my chair has arms so I can't fall off it. 
disgust,sorrii azx bbii daddii'z ppl so not rite quit fukkn wit out a condom so hey man uhp 
disgust,If yall could have seen the total look of on my face. . . Yall would have been like wtf wrong wit you? ! ? ! ? ! 
joy,It is the supreme of the to awaken in creative expression and knowledge (Albert Einstein) motivation inspiration music 
disgust,"Some I don't recognize. But some is definitely Malian antelopes, Egyptian scarabs. Dammit, I was enjoying this game. "
sadness," la ps todavia no se va,la tienen que venir a buscar ),lo que si,cagué con ir al EVO este año jajaja! "
joy,Oh good lord. . . struthers v Campbell Friday. . . my timeline will be filled with how both places are trashy. . 
fear, on Fiona of course!  just make Mexican lasagne!  tell me your 
anger,"I can deal with and frustration, but hatred is of another dimension and scares me so. Where to find the source? racism violence "
sadness,That painful moment when you see someone really attractive at a random place amp know that you'll never see them again. 
joy,have my thousandth sinus infection this year 
joy,My Aunt Stay Drinking Wine 
joy,Real housewives of Orange County is back! 
fear,Strictly avoid frightening ideas 
sadness,babies dead from aids josh need laids sum sleep with him n maybe u get paids  sleepwithjosh  check my flow 
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot Amen! "
surprise,picking up my boyfriend with his family. . . but he doesn't know I'm coming b aha D lt 
joy,The shell must break before the bird can fly. ~Alfred Tennyson for and - amwriting A book today! 
surprise,Found $ at the bar win 
joy,Break! All the good that you've put out into the world is coming back to you now. Feel it flowing. Open amp allow. LJB 
surprise,"På väg till talsfezt. Det jag vet om min outfit är ett pannband jag köpt idag, kvinnan har fixat resten. Jag hoppas tights. . . "
sadness,"This Nigga childish , Dnt fuckin Lauqh at my brother bcuss he gotta problem he cnt help Tf "
surprise,M'n zusje flanst even een dag van tevoren een prachtig boek in mekaar. . Wauw ( 
sadness,Keep looking at my phone waiting a txt even tho i know I won't get one 
sadness, So who do we have in the Friday night mid-major game of the week? . . . Oh yeah. . . At least there's no Craig James 
joy,"done, final assignment done amp final done! ! ! ! ! First as a -) harmony "
fear,¿Y si lo que quisite evitar con fuerza para otra persona te estuviera pasando a ti sin apenas notarlo? 
joy,"What do you have to share with us this year at Christmas? Family story, memory? "
fear,If you let and doubt control you. . . . they will demolish your future 
fear,"Factor , Its been way to long, Whoes Pumped For Tomorrow? ! ? I Know I Fucking Am! RT If You Are! ! "
fear,My school email is full of emails by the Chancellor and other high standing officials of UCR talking about the protests at UC Davis 
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB "
anger,These x factor TWATS are all manufactured given everythin to them on a plate. This undermines real ARTISTS man pain 
joy,Be truly glad. There iswonderful joy ahead! quot - I Peter 
sadness,He has a doggy cold( had to leave him at the vet! RT   oh no what's wrong? 
joy,"Being ordered upstairs when I'm a celebrity begins, "
joy,Shower lunch and then full afternoon of classesss 
surprise, never know when     and I will be scheming things ) lock your door! 
sadness,lost my travel mug today 
anger,"  - i pity the fool who took your call, lol. . . . customer service at many places in this day and age is terrible. "
surprise,Having to not tweet things because the person they are about will see 
surprise,"Taking the kids to and the dwarfs, opening- night in a bit of a so sst -) "
disgust,"Don't even look in his eyes, he'll take you nothing but lies. He looks like a cool drink of water, but he's candy coated misery. "
disgust,You treat your dick like it's the community lollipop 
surprise,"Congratulations fat bitch, someone actually wants you "
joy,I guess I'll work on scholarships since I have nothing else to do tonight. 
joy,To each his own. (Suum Cuique)Cicero Celebrate Life this is your one chance Give a of amp 
joy," - I think ! Come by , IM WORKING THE WHOLE TIME . Free limo rides , makeup , and hairstyles ( "
joy,"Oh wow, waking up to my dads weekendly classical music fetish. -_- "
joy,making more Christmas cookies tomorrow with my aunt. 
joy,banning myself from any l nite txtin cos i've got a word german essay to memorise first 
surprise,naar  en  en Jasmijntje zonder twitter en tante en oom. 
sadness, I had no idea that you had a girlfriend. It's sad that it ended ) I'm sorry. . / That video almost made me cry )' 
sadness,Food is a foreign word in my house 
sadness, that's so crazy! You are I better be able to celebrate with you! Or I'll be upset. 
surprise,I havent been in twitter jail today ) 
fear,can do the hush puppy amp step! 
anger,AS Maths is already making me want to throw bricks at things. 
disgust,lookin up everyone's legal violations. of course a person i looked up was exactly what I expected n all of their cases dismissed. 
joy,"Sweetpotato pie, scallop potato, lamb! "
fear, waaaaaaaaaaaaaaaaaaaaaaaaaay. the trailer for the final episode killed me. not my Cora. I dunno if I can watch it 
joy,even at your darkest moment if you have true joy amp peace in your heart! 
fear,S eiisos soniidos en la habiitación ia no son normaLes! S 
sadness,Wanting hot chocolate 
joy,"Turkey , porkchops, macaroni, sweet potatoes, greens, cornbread, pasta salad . . . . ) "
joy,"Well, looks like I'm in charge of two weekly papers this week. And I'm only the intern. opportunities "
surprise,"just made fruit brownie pizza stuff. ) put it in the oven with the turkey, too flavorcombo ! ! "
surprise,Actually dressed nice today. 
joy,Its and I already feel like something is going to go terribly wrong with today. 
joy,Woke up in a hideous mood. Journey of hours with family. . 
surprise,"Like  said, we confirm y'all that something huge is coming, stay online this month if u don't wanna miss it "
surprise,what   and myself have up our sleeves for our parents xmas present is pretty amazing ) 
joy,Joy joy joy joy ) 
anger,Getting ripped off by people that are supposed to help you - sucks. Now it's war. I won't let this one slide. 
surprise, lol you think i'm gonna spoil you guys every thursday smh. . . when you least expect is when i'll give ) 
joy,Gym then home to revise! 
fear,"And now, can't sleep. . . . GREAT! ! loathing lasvegas ? ? Man, I gotta get some rest. "
fear,A great weekend of rugby but a horrible weekend of study ahead! HonMunster ConnachtAbu 
fear, You have the ability to tune out the sound of and focus on the universal voice of love. ” 
joy,"Its crazy how you can tell which city people are departing to, just from the clothes they are wearing. . . (At the airport again) "
