labels,text
fear,That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age and didn't get to Mum and Dad until I was and then legally adopted at . 
guilt,"When I blamed my niece for misplacing my book, she denied having touched or seen it but I carried on insisting that it was her. "
anger,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity. "
disgust,When I could not attend the college picnic due to some difficulties. 
shame,"Once in a public ladies room, I opened the door of a cubicle that was taken, although it was not locked. "
fear,A terrible fight that I provoked with my friend. 
disgust,With the N. Z. Rugby Union wanting to send the All Blacks to South Africa. 
joy,Having passed the exam required to be an authorized Radio/TV dealer. 
shame,"Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded). "
guilt,"When I was young I stole something from a shop and got caught, then I was taken to the police station and my parents had to come and get me. "
fear,"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious. "
guilt,When I cheated my father and told him that the school administration wanted K for the purchase of a mini-bus. Two months later the school authorities wrote back to my father for the money. I could not go back and ask him for the money again as he had already given it to me once. 
guilt,"When I talked to another student about the notes she got last semester, not knowing that she got a lot of bad grades. "
anger,I was furious when the teacher pointed out in class that I was the quietest girl in class. 
guilt,"With a group of handicapped people we went to a party. When we wanted to leave we were not able to find one of these people. I had told his mother that we would leave at . p. m. , actually it was planned for . p. m. Therefore there was a delay. "
sadness,"My grandfather died, when I was an exchange student in the USA. "
joy,Renewed contact with an earlier friend. 
anger,I get angry with my brothers and sisters when they do something that I do not like. They know this and still do it so as to tease me. 
joy,"When after months of national service I was ""downgraded"" and did not have to do the remaining months. "
guilt,I had shown anger toward my dog and he was killed later that day. 
sadness,Failing in an examn because of lazyness. 
anger,"When a professor of this faculty laughed at, and was suspicious of a composition written by a class-mate and me. "
joy,Going to a friend's wedding and seeing many of my old friends whom I had known before I moved to a new district five years previously. 
